sign,path
affect,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/affect/01318.parquet
affect,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/affect/01323.parquet
affect,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/affect/01319.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01103.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/65020.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01100.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01101.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01102.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01107.parquet
admire,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/admire/01106.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01495.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/65034.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/67352.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01485.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01488.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01490.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01486.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01491.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01487.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01489.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01494.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01482.parquet
age,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/age/01493.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01561.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01558.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01556.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01552.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01564.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01560.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01553.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01562.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01551.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01557.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01554.parquet
ago,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/ago/01555.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01504.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01515.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01514.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01509.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01506.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01507.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01513.parquet
agenda,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agenda/01505.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/67350.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01392.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01385.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01395.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01388.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01386.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01397.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01398.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01391.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01396.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01390.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01383.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01387.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/65029.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01382.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01394.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01384.parquet
africa,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/africa/01393.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01379.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01381.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01377.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01372.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01373.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01376.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01375.parquet
afraid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afraid/01374.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01421.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/65030.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01427.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01419.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01422.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01411.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01428.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01418.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/67351.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01423.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01420.parquet
after,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/after/01426.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01572.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01579.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01581.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01577.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01576.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/70117.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01578.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01582.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01580.parquet
agree,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agree/01575.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/65033.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01474.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01478.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01473.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01475.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01477.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01479.parquet
against,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/against/01472.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01466.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01464.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01462.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01461.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/65032.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01471.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01457.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01465.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01467.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01460.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01469.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01468.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/68276.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/70219.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01470.parquet
again,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/again/01463.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01438.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01433.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01437.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01435.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/65031.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01436.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/68422.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/70279.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01429.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01442.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01434.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01441.parquet
afternoon,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/afternoon/01440.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/02000.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/02002.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01992.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/69206.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01989.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01991.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01998.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/68720.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01995.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/02003.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01997.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/68001.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01986.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01987.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/67356.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01988.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/65043.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01912.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01990.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01996.parquet
all,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/all/01999.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/01587.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/65037.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/01585.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/01586.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/01584.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/01583.parquet
agreement,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/agreement/67353.parquet
aim,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/aim/01646.parquet
